edge,slope_TD,slope_DLD,slope_HSL,inter_beta_DLD,inter_z_DLD,inter_wald_p_DLD,inter_beta_HSL,inter_z_HSL,inter_wald_p_HSL,inter_lr_chi2,inter_lr_p,inter_perm_p,alpha
L-Putamen(Language) <-> L_44 (pars opercularis),1.3239925931764203,-1.1584389794110048,0.6055807082138293,-2.482431572587425,-2.087065115459461,0.03688224889060004,-0.718411884962591,-0.563361135981697,0.5731889957221108,4.326428725802998,0.11495501938655753,0.06546726636681659,0.4794413756422463
