edge,F,ddof1,ddof2,p,eta2,omega2,kw_H,kw_p,mean_r_DLD,sd_r_DLD,n_DLD,mean_r_HSL,sd_r_HSL,n_HSL,mean_r_TD,sd_r_TD,n_TD
L-Putamen(Language) <-> L_44 (pars opercularis),1.5448384367194368,2.0,67.4985489466434,0.22079404186147694,0.022820119712618974,0.008897747651909198,3.133009204037023,0.20877365547753185,0.1459908291590324,0.13801995722352298,53,0.21284419315852132,0.1723384948843621,27,0.1646596700999497,0.16791128676569161,64
